the_geom,the_geom_webmercator,objectid,year,dc_key,code,date_,time,race,sex,age,wound,officer_involved,offender_injured,offender_deceased,location,latino,point_x,point_y,dist,inside,outside,fatal,lat,lng
0101000020E61000009CDB29C2B2C752C0ACB77A0CDEFD4340,0101000020110F0000E809E2FB5BE65FC1DC855F5B888D5241,12654005,2021,2.02126E+11,400,2021-01-30 00:00:00+00,12:40:00,W,M,18,Leg,N,N,N,2600 BLOCK JANNEY ST,0,-75.12028555,39.98333889,26,0,1,0,39.98333889,-75.12028555
0101000020E61000001607655438CB52C0F53F4C04A2FF4340,0101000020110F00007DA5B26457EC5FC19DB4DE5F7D8F5241,12654006,2019,2.01939E+11,300,2019-01-12 00:00:00+00,14:08:00,W,M,53,Multiple,N,N,N,2600 BLOCK W Sterner St,1,-75.17531309,39.99713186,39,0,1,0,39.99713186,-75.17531309
0101000020E61000001607655438CB52C0F53F4C04A2FF4340,0101000020110F00007DA5B26457EC5FC19DB4DE5F7D8F5241,12654007,2016,2.01639E+11,400,2016-06-27 00:00:00+00,12:08:00,B,F,19,Leg,N,N,N,2600 BLOCK W Sterner St,0,-75.17531309,39.99713186,39,0,1,0,39.99713186,-75.17531309
0101000020E6100000D6F6C0D8CCC352C095D46C92DD044440,0101000020110F0000436A2DEEBCDF5FC1B22014E64A955241,12654008,2017,2.01715E+11,400,2017-03-03 00:00:00+00,3:44:00,W,M,41,Leg,N,N,N,2800 BLOCK Glenview St,0,-75.05937785,40.03801184,15,0,1,0,40.03801184,-75.05937785
0101000020E6100000B485EF16ABC752C090AC919794FE4340,0101000020110F0000BD9224F54EE65FC1230ACEB2528E5241,12654009,2015,2.01524E+11,100,2015-08-01 00:00:00+00,5:18:00,W,F,32,Multiple,N,N,N,2800 BLOCK Frankford Ave,1,-75.11981748,39.98890967,24,0,1,1,39.98890967,-75.11981748
0101000020E61000008A82AEB76CC852C064CF1A93B0044440,0101000020110F0000C863A5DA97E75FC14C7CD1FB18955241,12654470,2019,2.01935E+11,400,2019-06-16 00:00:00+00,16:24:00,B,M,26,Leg,N,N,N,500 BLOCK W Olney Ave,0,-75.13163559,40.03663863,35,0,1,0,40.03663863,-75.13163559
0101000020E6100000137706574ACE52C04FE3412742F84340,0101000020110F0000AD4FCA828EF15FC119227B4D51875241,12654471,2022,2.02212E+11,400,2022-03-21 00:00:00+00,19:48:00,B,M,18,Stomach,N,N,N,5400 BLOCK CHESTER AVE,0,-75.22328735,39.93951884,12,0,1,0,39.93951884,-75.22328735
0101000020E61000008093B76DA9CE52C0DC3F3F21F5FA4340,0101000020110F0000D84B4D0730F25FC1570421D14E8A5241,12654472,2023,2.02319E+11,400,2023-04-12 00:00:00+00,21:15:00,B,M,57,Leg,N,N,N,5400 BLOCK MARKET ST,0,-75.2290911,39.96060577,19,0,1,0,39.96060577,-75.2290911
0101000020E6100000B39FBDE15BCB52C0E303D8D350054440,0101000020110F0000810040C893EC5FC1C9254DC1CA955241,12654473,2016,2.01614E+11,100,2016-06-29 00:00:00+00,17:21:00,B,M,13,Head,N,N,N,0 BLOCK E Walnut Ln,0,-75.17748302,40.04152916,14,0,1,1,40.04152916,-75.17748302
0101000020E61000005725B28BB9CE52C0705D733F8EFA4340,0101000020110F0000872DB1674BF25FC1A4CD5DD2DC895241,12654474,2018,2.01818E+11,400,2018-02-14 00:00:00+00,23:14:00,B,M,22,Back,N,N,N,5400 BLOCK Walnut St,0,-75.23007481,39.95746606,18,0,1,0,39.95746606,-75.23007481
0101000020E61000007C88FCE975C752C0257090B52B044440,0101000020110F00003CC82DA2F4E55FC1947D759A85945241,12654475,2019,2.01935E+11,100,2019-11-16 00:00:00+00,3:25:00,B,F,31,Stomach,N,N,N,5400 BLOCK Rising Sun Ave,0,-75.1165719,40.0325839,35,0,1,1,40.0325839,-75.1165719
0101000020E6100000E8305F5EC0CE52C0F29CA9E78FFA4340,0101000020110F0000BAD398FE56F25FC1C0F063A8DE895241,12654476,2022,2.02218E+11,100,2022-01-16 00:00:00+00,16:04:00,B,M,34,Back,N,N,N,5400 BLOCK WALNUT ST,0,-75.23049125,39.95751663,18,0,1,1,39.95751663,-75.23049125
0101000020E61000008E704153C2CE52C0331F29856DFA4340,0101000020110F00007A0366515AF25FC19A15598FB8895241,12654477,2022,2.02218E+11,400,2022-01-15 00:00:00+00,15:25:00,B,M,28,Leg,N,N,N,5400 BLOCK LOCUST ST,0,-75.23061067,39.95646729,18,0,1,0,39.95646729,-75.23061067
0101000020E6100000EE4916E6B3CE52C0085C15B0B6F94340,0101000020110F00002C182ED041F25FC1358086FEED885241,12654478,2022,2.02218E+11,400,2022-08-24 00:00:00+00,1:25:00,B,F,20,Abdomen,N,N,N,5300 BLOCK CEDAR AVE,0,-75.22973015,39.95088769,18,0,1,0,39.95088769,-75.22973015
0101000020E6100000B04E9D60E2CE52C0459DDA956DF94340,0101000020110F000058B506C390F25FC17CA29F019D885241,12654479,2015,2.01518E+11,100,2015-08-22 00:00:00+00,0:57:00,B,M,21,Multiple,N,N,N,5400 BLOCK Norfolk St,0,-75.23256698,39.94865678,18,0,1,1,39.94865678,-75.23256698
0101000020E61000007F31F8876FCE52C08390871975FD4340,0101000020110F00008D7912AFCDF15FC197126908148D5241,12654480,2023,2.02319E+11,100,2023-11-22 00:00:00+00,19:53:00,B,M,20,Multiple,N,N,N,5200 BLOCK HESTON ST,0,-75.22555732,39.9801361,19,0,1,1,39.9801361,-75.22555732
0101000020E6100000323DFE5E4CC552C0FA32C5DAE7034440,0101000020110F00003044976248E25FC13460DA563A945241,12654481,2021,2.02115E+11,400,2021-10-19 00:00:00+00,15:07:00,W,M,32,Back,N,N,N,5400 BLOCK LARGE ST,1,-75.08278633,40.03051314,15,0,1,0,40.03051314,-75.08278632
0101000020E6100000AA411C1462C852C0886FF64175044440,0101000020110F000042D962C885E75FC10C707E2FD7945241,12654482,2022,2.02235E+11,400,2022-03-02 00:00:00+00,9:52:00,W,M,31,Multiple,N,N,N,5400 BLOCK N 5TH ST,1,-75.13098624,40.03482842,35,0,1,0,40.03482842,-75.13098624
0101000020E610000081163BAF6BCA52C002D7D316F0044440,0101000020110F000029656EC8FBEA5FC1ABB0A1705F955241,12654483,2022,2.02214E+11,400,2022-03-17 00:00:00+00,21:27:00,B,M,26,Chest,N,N,N,5300 BLOCK MAGNOLIA ST,0,-75.16282254,40.03857694,14,0,1,0,40.03857694,-75.16282254
0101000020E6100000877F9E279ACE52C0E250856051FC4340,0101000020110F0000DF699B1516F25FC1A72753B8D08B5241,12654484,2022,2.02219E+11,400,2022-10-05 00:00:00+00,0:30:00,B,F,36,Leg,N,N,N,5300 BLOCK W GIRARD AVE,0,-75.22815886,39.97123343,19,0,1,0,39.97123343,-75.22815886
0101000020E6100000BE20D8A7D2C652C06CA0F12BF3034440,0101000020110F000081639F52DFE45FC1C91A58E446945241,12654485,2022,2.02202E+11,100,2022-03-23 00:00:00+00,14:00:00,B,M,43,Multiple,N,N,N,5200 BLOCK MONTOUR ST,0,-75.10660741,40.03085851,2,0,1,1,40.03085851,-75.1066074
0101000020E61000009723E0E7AACE52C0AA61E0353FFA4340,0101000020110F0000C961A48932F25FC15AB71A4085895241,12654486,2020,2.02018E+11,400,2020-10-22 00:00:00+00,21:58:00,W,M,24,Neck,N,N,N,5300 BLOCK SPRUCE ST,0,-75.22918126,39.95505404,18,0,1,0,39.95505403,-75.22918126
0101000020E6100000D8380FE553C752C0AD2A7FE72C044440,0101000020110F0000A1A130D9BAE55FC1909CCDED86945241,12654487,2021,2.02135E+11,400,2021-08-13 00:00:00+00,2:50:00,B,M,45,Foot,N,N,N,500 BLOCK E CLARKSON ST,0,-75.11449553,40.03262037,35,0,1,0,40.03262037,-75.11449553
0101000020E610000031FD9E9AC3CE52C0C5CCDB6496FB4340,0101000020110F0000212C767D5CF25FC1086BD382018B5241,12654488,2019,2.01919E+11,400,2019-12-05 00:00:00+00,17:01:00,B,F,15,Buttocks,N,N,N,5500 BLOCK VINE ST,0,-75.23068872,39.96552716,19,0,1,0,39.96552716,-75.23068872
0101000020E61000008ABD40DE25CF52C09317FCAA1AFC4340,0101000020110F0000496BD56603F35FC18CA65A17948B5241,12654489,2016,2.01619E+11,400,2016-01-10 00:00:00+00,8:29:00,B,M,24,Arm,N,N,N,500 BLOCK N Hobart St,0,-75.23668629,39.96956384,19,0,1,0,39.96956384,-75.23668629
0101000020E610000078DB5C67C9C852C0EF19CBEC5A014440,0101000020110F00005AFF7F4A35E85FC19ACFBD3A66915241,12654490,2020,2.02025E+11,400,2020-02-18 00:00:00+00,17:30:00,W,M,35,leg,N,N,N,500 BLOCK W Pike St,1,-75.13729271,40.01058731,25,0,1,0,40.01058731,-75.13729271
0101000020E610000078DB5C67C9C852C0EF19CBEC5A014440,0101000020110F00005AFF7F4A35E85FC19ACFBD3A66915241,12654491,2020,2.02025E+11,400,2020-02-18 00:00:00+00,17:30:00,B,M,25,buttocks,N,N,N,500 BLOCK W Pike St,0,-75.13729271,40.01058731,25,0,1,0,40.01058731,-75.13729271
0101000020E6100000BDE2672B08CE52C0BEE734C917F84340,0101000020110F00002C5C241D1EF15FC1F135665F22875241,12654492,2020,2.02012E+11,400,2020-04-22 00:00:00+00,21:12:00,B,M,19,Arm,N,N,N,5300 BLOCK GREENWAY AVE,0,-75.21924863,39.93822589,12,0,1,0,39.93822589,-75.21924863
0101000020E6100000BDE2672B08CE52C0BEE734C917F84340,0101000020110F00002C5C241D1EF15FC1F135665F22875241,12654493,2020,2.02012E+11,400,2020-04-22 00:00:00+00,21:12:00,B,M,19,Multiple,N,N,N,5300 BLOCK GREENWAY AVE,0,-75.21924863,39.93822589,12,0,1,0,39.93822589,-75.21924863
0101000020E6100000BBC12708E4CE52C09D8944FC9EFC4340,0101000020110F000087F1739293F25FC1BA8776BA268C5241,12654494,2022,2.02219E+11,400,2022-08-15 00:00:00+00,22:47:00,B,M,40,Multiple,N,N,N,5500 BLOCK W MASTER ST,0,-75.23266796,39.97360185,19,0,1,0,39.97360185,-75.23266796
0101000020E61000009B630EBC39CA52C0096A3A3328064440,0101000020110F000077DF20F0A6EA5FC1789E1EB1B9965241,12654495,2016,2.01614E+11,400,2016-06-05 00:00:00+00,10:20:00,B,M,20,Arm,N,N,N,5500 BLOCK Blakemore St,0,-75.15977384,40.04810181,14,0,1,0,40.04810181,-75.15977384
0101000020E610000019EB34357DC952C033352AEC79044440,0101000020110F00007269D2B466E95FC138A6295CDC945241,12654496,2018,2.01835E+11,100,2018-05-24 00:00:00+00,21:58:00,B,M,57,Multiple,N,N,N,5300 BLOCK N SYDENHAM ST,0,-75.14826708,40.03497078,35,0,1,1,40.03497078,-75.14826708
0101000020E61000006DE8E2463CCE52C026261C386FFA4340,0101000020110F00000E93979F76F15FC1C00C4371BA895241,12653146,2018,2.01818E+11,400,2018-10-18 00:00:00+00,1:15:00,B,M,23,Multiple,N,N,N,5000 BLOCK Walnut St,0,-75.22242901,39.95651914,18,0,1,0,39.95651914,-75.22242901
0101000020E6100000AF6C93486AC952C01B729E7784FE4340,0101000020110F0000CC9BBA8F46E95FC1FB20FAD2408E5241,12653147,2023,2.02326E+11,3400,2023-11-25 00:00:00+00,21:43:00,B,M,68,Foot,N,N,N,2400 BLOCK N 9TH ST,0,-75.14711203,39.98841758,26,0,1,0,39.98841758,-75.14711203
0101000020E6100000940DEF62EFCA52C09E9E6FF2F8FD4340,0101000020110F00009B0DF27DDBEB5FC13B18E62BA68D5241,12653148,2015,2.01522E+11,100,2015-08-07 00:00:00+00,0:05:00,B,M,18,Multiple,N,N,N,1900 BLOCK Croskey St,0,-75.17086099,39.98415976,22,0,1,1,39.98415976,-75.17086099
0101000020E61000005D6575C484CF52C087CA961726FB4340,0101000020110F00007499FC98A4F35FC1BD7FE111858A5241,12653149,2022,2.02218E+11,400,2022-04-21 00:00:00+00,1:37:00,B,M,41,Leg,N,N,N,6000 BLOCK MARKET ST,0,-75.24247848,39.96209998,18,0,1,0,39.96209998,-75.24247848
0101000020E61000005D6575C484CF52C087CA961726FB4340,0101000020110F00007499FC98A4F35FC1BD7FE111858A5241,12653150,2022,2.02218E+11,400,2022-04-21 00:00:00+00,1:37:00,B,M,36,Ankle,N,N,N,6000 BLOCK MARKET ST,0,-75.24247848,39.96209998,18,0,1,0,39.96209998,-75.24247848
0101000020E61000004128EFE3A8C852C05CD4DD2B29004440,0101000020110F000051AF5110FEE75FC1A75A5D3713905241,12653151,2017,2.01725E+11,400,2017-11-19 00:00:00+00,12:52:00,W,M,37,Multiple,N,N,N,3300 BLOCK N 3rd St,1,-75.13530825,40.00125645,25,0,1,0,40.00125645,-75.13530825
0101000020E61000004128EFE3A8C852C05CD4DD2B29004440,0101000020110F000051AF5110FEE75FC1A75A5D3713905241,12653152,2017,2.01725E+11,400,2017-11-19 00:00:00+00,12:52:00,W,M,18,Multiple,N,N,N,3300 BLOCK N 3rd St,1,-75.13530825,40.00125645,25,0,1,0,40.00125645,-75.13530825
0101000020E61000004128EFE3A8C852C05CD4DD2B29004440,0101000020110F000051AF5110FEE75FC1A75A5D3713905241,12653153,2017,2.01725E+11,400,2017-11-19 00:00:00+00,12:52:00,W,M,47,Stomach,N,N,N,3300 BLOCK N 3rd St,1,-75.13530825,40.00125645,25,0,1,0,40.00125645,-75.13530825
0101000020E61000006D31269A93C952C071B2CBBF2FFB4340,0101000020110F0000FF36CDBE8CE95FC1068B42C58F8A5241,12653154,2019,2.01906E+11,400,2019-10-16 00:00:00+00,21:55:00,B,F,40,Leg,N,N,N,600 BLOCK N 7th St,0,-75.14963392,39.96239469,6,0,1,0,39.96239469,-75.14963392
0101000020E6100000FFE9E5FB52CE52C074AC9C0741FA4340,0101000020110F00003AD693319DF15FC195371E4487895241,12653155,2021,2.02118E+11,400,2021-04-24 00:00:00+00,20:39:00,B,M,29,Multiple,N,N,N,200 BLOCK S 51ST ST,0,-75.22381494,39.95510956,18,0,1,0,39.95510955,-75.22381494
0101000020E61000002CA19A1625CF52C02C1A420036FB4340,0101000020110F0000B2C0B51302F35FC12900B1B2968A5241,12653156,2022,2.02219E+11,400,2022-09-12 00:00:00+00,22:45:00,B,M,20,Hand,N,N,N,0 BLOCK N 58TH ST,0,-75.23663869,39.96258548,19,0,1,0,39.96258548,-75.23663869
0101000020E6100000E7197FCB71C852C0B0EB308927FD4340,0101000020110F00008326837AA0E75FC182AECF10BE8C5241,12653157,2021,2.02126E+11,400,2021-07-25 00:00:00+00,23:30:00,W,M,18,Multiple/Head,N,N,N,1800 BLOCK BLAIR ST,0,-75.13194549,39.97776904,26,0,1,0,39.97776904,-75.13194549
0101000020E6100000AE39D59403CA52C056B19D94EE024440,0101000020110F000067710CF44AEA5FC130CE80DD25935241,12653158,2020,2.02035E+11,400,2020-09-29 00:00:00+00,23:50:00,B,M,45,Multiple,N,N,N,4500 BLOCK N 19TH ST,0,-75.15646859,40.0229059,35,0,1,0,40.0229059,-75.15646859
0101000020E6100000AE39D59403CA52C056B19D94EE024440,0101000020110F000067710CF44AEA5FC130CE80DD25935241,12653159,2020,2.02035E+11,400,2020-09-29 00:00:00+00,23:50:00,B,M,34,Multiple,N,N,N,4500 BLOCK N 19TH ST,0,-75.15646859,40.0229059,35,0,1,0,40.0229059,-75.15646859
0101000020E6100000AE39D59403CA52C056B19D94EE024440,0101000020110F000067710CF44AEA5FC130CE80DD25935241,12653160,2020,2.02035E+11,400,2020-09-29 00:00:00+00,23:50:00,B,M,31,Hand,N,N,N,4500 BLOCK N 19TH ST,0,-75.15646859,40.0229059,35,0,1,0,40.0229059,-75.15646859
0101000020E6100000AE39D59403CA52C056B19D94EE024440,0101000020110F000067710CF44AEA5FC130CE80DD25935241,12653161,2020,2.02035E+11,400,2020-09-29 00:00:00+00,23:50:00,B,M,36,Abdomen,N,N,N,4500 BLOCK N 19TH ST,0,-75.15646859,40.0229059,35,0,1,0,40.0229059,-75.15646859
0101000020E6100000AE39D59403CA52C056B19D94EE024440,0101000020110F000067710CF44AEA5FC130CE80DD25935241,12653162,2020,2.02035E+11,400,2020-09-29 00:00:00+00,23:50:00,B,M,53,Head,N,N,N,4500 BLOCK N 19TH ST,0,-75.15646859,40.0229059,35,0,1,0,40.0229059,-75.15646859
0101000020E61000004F01F6F2F7CF52C0CE395718CBFC4340,0101000020110F00009E37C73E68F45FC128A9139D578C5241,12653163,2015,2.01519E+11,100,2015-01-14 00:00:00+00,18:00:00,B,M,20,Head,N,N,N,6500 BLOCK Lansdowne Ave,0,-75.24950861,39.97494797,19,0,1,1,39.97494797,-75.24950861
0101000020E6100000B5AC35734CC752C0C3020C8983FF4340,0101000020110F0000F98CE933AEE55FC19743F6945B8F5241,12653164,2021,2.02124E+11,400,2021-04-04 00:00:00+00,3:30:00,B,M,34,Leg,N,N,N,3100 BLOCK KENSINGTON AVE,0,-75.11404114,39.99620164,24,0,1,0,39.99620164,-75.11404114
0101000020E61000005732B6C616CA52C07CF402C3A4064440,0101000020110F00009A26C48E6BEA5FC16D867AE443975241,12653165,2020,2.02035E+11,400,2020-12-02 00:00:00+00,0:02:00,B,M,21,Foot,N,N,N,2100 BLOCK CHELTEN AVE,0,-75.15764015,40.05190313,35,0,1,0,40.05190313,-75.15764015
0101000020E6100000C1A80779FBCB52C010DE68111BF64340,0101000020110F000088E611DDA2ED5FC14F846CF0EE845241,12653166,2016,2.01601E+11,100,2016-07-30 00:00:00+00,2:43:00,B,M,23,Chest,N,N,N,2400 BLOCK S24th St,0,-75.18722368,39.92270105,1,0,1,1,39.92270105,-75.18722368
0101000020E61000002268927920C752C0F7A56541B4FF4340,0101000020110F00006D85AE8163E55FC1C2443998918F5241,12653167,2015,2.01524E+11,100,2015-08-24 00:00:00+00,9:00:00,W,M,36,Head,N,N,N,3200 BLOCK Kensington Ave,1,-75.11135711,39.99768846,24,0,1,1,39.99768846,-75.11135711
0101000020E6100000DCB84935C1CC52C0D6A3369280FC4340,0101000020110F0000670DACBCF2EE5FC14B8E9705058C5241,12653168,2021,2.02116E+11,400,2021-05-10 00:00:00+00,19:58:00,B,M,31,Leg,N,N,N,3800 BLOCK WYALUSING AVE,0,-75.19929249,39.97267368,16,0,1,0,39.97267368,-75.19929249
0101000020E6100000170B0939EBC852C0E61A6ED984FF4340,0101000020110F0000D3986DBC6EE85FC1D932E2095D8F5241,12653169,2018,2.01825E+11,400,2018-02-20 00:00:00+00,12:02:00,W,M,43,Multiple,N,N,N,2900 BLOCK N 05TH ST,1,-75.13935686,39.99624174,25,0,1,0,39.99624174,-75.13935686
0101000020E6100000DF5782182ACA52C01470743AB5FE4340,0101000020110F00000A6CB35F8CEA5FC1D26249E0768E5241,12653170,2024,2.02422E+11,400,2024-02-22 00:00:00+00,2:00:00,B,F,23,Leg,N,N,N,2400 BLOCK N 16TH ST,0,-75.15881932,39.98990565,22,0,1,0,39.98990565,-75.15881932
0101000020E6100000030BFD9F45C752C05E1B43631AFF4340,0101000020110F0000C4CC149CA2E55FC1A1920904E78E5241,12653171,2021,2.02124E+11,400,2021-02-08 00:00:00+00,18:38:00,B,M,18,Multiple,N,N,N,3100 BLOCK EMERALD ST,0,-75.11362457,39.99299279,24,0,1,0,39.99299279,-75.11362457
0101000020E61000000FA3F7F88AC752C0A6EEA920AF034440,0101000020110F000008664D6718E65FC1A57A726BFB935241,12653172,2019,2.01935E+11,400,2019-03-15 00:00:00+00,11:54:00,B,M,17,Multiple,N,N,N,5200 BLOCK C Street,0,-75.11785721,40.02878197,35,0,1,0,40.02878197,-75.11785721
0101000020E6100000BA0475040FD152C0C371CFA99AFC4340,0101000020110F00001734594542F65FC177523AF0218C5241,12653578,2021,2.02119E+11,100,2021-03-11 00:00:00+00,15:04:00,B,M,21,Multiple,N,N,N,1400 BLOCK N 76TH ST,0,-75.26654159,39.97346995,19,0,1,0,39.97346995,-75.26654159
0101000020E6100000BA0475040FD152C0C371CFA99AFC4340,0101000020110F00001734594542F65FC177523AF0218C5241,12653579,2021,2.02119E+11,100,2021-03-11 00:00:00+00,15:04:00,B,M,19,Multiple,N,N,N,1400 BLOCK N 76TH ST,0,-75.26654159,39.97346995,19,0,1,0,39.97346995,-75.26654159
0101000020E6100000BA0475040FD152C0C371CFA99AFC4340,0101000020110F00001734594542F65FC177523AF0218C5241,12653580,2021,2.02119E+11,100,2021-03-11 00:00:00+00,15:04:00,B,M,17,Chest,N,N,N,1400 BLOCK N 76TH ST,0,-75.26654159,39.97346995,19,0,1,1,39.97346995,-75.26654159
0101000020E61000005DECACCC4AC952C0870917B06C054440,0101000020110F0000EB532D1511E95FC1FA5290A9E9955241,12653581,2019,2.01935E+11,400,2019-07-28 00:00:00+00,15:44:00,B,M,20,Leg,N,N,N,1400 BLOCK Conlyn St,0,-75.1451904,40.04237939,35,0,1,0,40.04237939,-75.1451904
0101000020E6100000CC60291ED9CD52C05D5C99A63EF84340,0101000020110F0000A82C1531CEF05FC14755406C4D875241,12653582,2015,2.01512E+11,100,2015-02-05 00:00:00+00,23:59:00,B,M,51,Multiple,N,N,N,1400 BLOCK S Paxon St,0,-75.21637682,39.93941195,12,0,1,1,39.93941195,-75.21637682
0101000020E6100000ABAEE87B72CF52C0A5D787718EFC4340,0101000020110F00005E249A8A85F35FC125605065148C5241,12653583,2020,2.02019E+11,100,2020-07-05 00:00:00+00,22:56:00,B,M,18,Multiple,N,N,N,1400 BLOCK N 61ST ST,0,-75.24136255,39.97309703,19,0,1,1,39.97309703,-75.24136255
0101000020E61000000B2FB93887CB52C092E4A021EF054440,0101000020110F000021CC3166DDEC5FC165897D607A965241,12653584,2018,2.01814E+11,400,2018-10-07 00:00:00+00,22:54:00,B,M,29,Leg,N,N,N,100 BLOCK E Duval St,0,-75.18012827,40.04636021,14,0,1,0,40.04636021,-75.18012827
0101000020E6100000630F692BE1C952C0A2E1627F38004440,0101000020110F000042A45B8010EA5FC16906663524905241,12653585,2019,2.01939E+11,400,2019-09-22 00:00:00+00,5:00:00,B,M,28,Stomach,N,N,N,1400 BLOCK W ALLEGHENY AVE,0,-75.15436826,40.00172417,39,0,1,0,40.00172417,-75.15436826
0101000020E6100000F4E4B39FF9CE52C0BB96B11D63F84340,0101000020110F0000D2648C3FB8F25FC14C30D3D075875241,12653586,2020,2.02012E+11,400,2020-08-17 00:00:00+00,13:25:00,B,M,29,Multiple,N,N,N,1400 BLOCK S 58TH ST,0,-75.23398583,39.94052478,12,0,1,0,39.94052478,-75.23398583
0101000020E61000006281D0F63FC952C034FD2B8EF7054440,0101000020110F00000BB97EADFEE85FC1D9EA0AB983965241,12653587,2022,2.02235E+11,100,2022-12-18 00:00:00+00,13:00:00,B,M,27,Multiple/Head,N,N,N,1400 BLOCK SPARKS ST,0,-75.14452906,40.04661729,35,0,1,1,40.04661729,-75.14452906
0101000020E610000030AEC0A9B2CE52C08828688BD2FC4340,0101000020110F0000FCAEDAB63FF25FC1E8F4A2DE5F8C5241,12653588,2022,2.02219E+11,400,2022-06-21 00:00:00+00,12:00:00,B,M,21,Back,N,N,N,1400 BLOCK N 54TH ST,0,-75.22965473,39.97517531,19,1,0,0,39.97517531,-75.22965473
0101000020E6100000CAA07F2752C952C08B5F67F970054440,0101000020110F0000D56C57931DE95FC153CEE46AEE955241,12653589,2022,2.02235E+11,400,2022-08-29 00:00:00+00,1:36:00,B,M,16,Chest,N,N,N,1400 BLOCK CONLYN ST,0,-75.1456393,40.0425102,35,0,1,0,40.0425102,-75.1456393
0101000020E6100000EB129BB039C952C0405FA37AA5FC4340,0101000020110F000095183005F4E85FC12691CBEC2D8C5241,12653590,2023,2.02326E+11,400,2023-05-04 00:00:00+00,22:59:00,B,M,22,Leg,N,N,N,1400 BLOCK N 5TH ST,0,-75.14414611,39.97380002,26,0,1,0,39.97380002,-75.14414611
0101000020E6100000B0DBD230DDCA52C00356D481A8034440,0101000020110F00002E3DAD95BCEB5FC177A59F13F4935241,12653591,2019,2.01939E+11,300,2019-02-22 00:00:00+00,21:55:00,W,M,17,Buttocks,N,N,N,100 BLOCK W Hansberry St,1,-75.16975041,40.02857993,39,0,1,0,40.02857993,-75.16975041
0101000020E61000000BE444819FC952C03C1B2C7B96024440,0101000020110F00001834A4F6A0E95FC1E8D0FC28C4925241,12653592,2016,2.01639E+11,300,2016-03-26 00:00:00+00,2:10:00,W,M,65,Multiple,N,N,N,1400 BLOCK WCayuga St,0,-75.15036041,40.02021732,39,0,1,0,40.02021732,-75.15036041
0101000020E6100000BDC4DCDEC3CE52C0F0BEAE4FCEFC4340,0101000020110F0000CE5960F15CF25FC14858912D5B8C5241,12653593,2020,2.02019E+11,400,2020-09-28 00:00:00+00,1:40:00,W,M,34,Leg,N,N,N,1400 BLOCK N CONESTOGA ST,0,-75.23070499,39.97504612,19,0,1,0,39.97504612,-75.23070499
0101000020E61000009F477B7283CE52C00525585EEAFC4340,0101000020110F0000786F6883EFF15FC1E7BD00467A8C5241,12653594,2022,2.02219E+11,100,2022-06-18 00:00:00+00,23:17:00,B,M,25,Multiple,N,N,N,1400 BLOCK N 52ND ST,0,-75.2267729,39.97590236,19,0,1,1,39.97590236,-75.2267729
0101000020E61000003FEBF1AD95CE52C08B0D066CC1FC4340,0101000020110F00004274907B0EF25FC10CA0A3E44C8C5241,12653595,2022,2.02219E+11,400,2022-07-10 00:00:00+00,2:00:00,B,M,45,Multiple,N,N,N,1400 BLOCK N 53RD ST,0,-75.22788571,39.97465277,19,0,1,0,39.97465277,-75.22788571
0101000020E6100000EA97047F2AC952C023B21723F5064440,0101000020110F0000B1E15436DAE85FC1DA8999129D975241,12653596,2017,2.01735E+11,100,2017-07-26 00:00:00+00,22:00:00,B,M,34,Neck,N,N,N,1500 BLOCK Orland St,0,-75.14321876,40.05435599,35,0,1,1,40.05435599,-75.14321876
0101000020E61000008D282F2AD0C452C0A0FFDC9F24054440,0101000020110F00009DE3826875E15FC1073CF4B799955241,12653597,2022,2.02202E+11,400,2022-08-05 00:00:00+00,21:04:00,B,M,17,Leg,N,N,N,1400 BLOCK HELLERMAN ST,0,-75.07520537,40.04018019,2,0,1,0,40.04018019,-75.07520537
0101000020E610000095C2D564FACA52C04628B68226FD4340,0101000020110F00003A2C6F30EEEB5FC18A42E6EDBC8C5241,12653598,2022,2.02222E+11,400,2022-08-23 00:00:00+00,0:49:00,B,M,18,Back,N,N,N,1500 BLOCK N 22ND ST,0,-75.17153283,39.97773775,22,0,1,0,39.97773775,-75.17153283
0101000020E610000095C2D564FACA52C04628B68226FD4340,0101000020110F00003A2C6F30EEEB5FC18A42E6EDBC8C5241,12653599,2020,2.02022E+11,400,2020-12-02 00:00:00+00,19:10:00,B,F,30,Leg,N,N,N,1500 BLOCK N 22ND ST,0,-75.17153283,39.97773775,22,0,1,0,39.97773775,-75.17153283
0101000020E610000090B423EE54C952C031D7DCB071054440,0101000020110F0000EFC66F4A22E95FC190126B36EF955241,12653600,2017,2.01735E+11,400,2017-04-20 00:00:00+00,23:00:00,B,M,29,Multiple,N,N,N,1400 BLOCK Conlyn St,0,-75.14580873,40.04253207,35,0,1,0,40.04253207,-75.14580873
0101000020E610000069B4EAADE0CE52C04C0DE156C9FC4340,0101000020110F00007402A6E08DF25FC16407F3AA558C5241,12653601,2019,2.01919E+11,100,2019-06-20 00:00:00+00,12:26:00,B,M,20,Head,N,N,N,1400 BLOCK N ALLISON ST,0,-75.23246334,39.97489439,19,0,1,1,39.97489439,-75.23246334
0101000020E610000089965DAC3FCF52C0D1CB49A4C4FC4340,0101000020110F00009F17FB3B2FF35FC19F192676508C5241,12653602,2020,2.02019E+11,400,2020-11-29 00:00:00+00,19:56:00,B,M,19,Hip,N,N,N,1500 BLOCK N 59TH ST,0,-75.23826131,39.97475104,19,0,1,0,39.97475103,-75.23826131
